4.746371232383149707e-31,5.697194880450376183e-34,1.084629641465410192e-34,6.471623404235292557e-35,1.076542034873827539e-34,4.852682979493288820e-33,1.854485702621052376e-35,2.973342425675894815e-36,8.588334991938778718e-37,3.264541150754198338e-37,1.464373781444549521e-37,7.355158195071773760e-38,4.014435609175501635e-38,2.336156841502394336e-38,1.430925516681153890e-38,9.140240065196110107e-39,6.047007581549743048e-39,4.121730555261398957e-39,2.882569611682104204e-39,2.061594399342864567e-39,1.503760137964788368e-39,1.116189646637810164e-39,8.415343477391692992e-40,6.434214190880966198e-40,4.982239205492723380e-40,3.902617054147722756e-40,3.089251397484276535e-40,2.469081794261454806e-40,1.990984271792500308e-40,1.618655827246690277e-40,1.325967425621867482e-40,1.093876972067957898e-40,9.083461363819018527e-41,7.589140429367391125e-41,6.377074713149931619e-41,5.387453246839338197e-41,4.574441408967282048e-41,3.902626772335401395e-41,3.344438287981686511e-41,2.878254164686097904e-41,2.487002072353905180e-41,2.157114708947309747e-41,1.877744221337189532e-41,1.640166811946590928e-41,1.437328223084573732e-41,1.263494384165264230e-41,1.113981139245811399e-41,9.849438573948843537e-42,8.732126906769387018e-42,7.761628492270528345e-42,6.916119010932384995e-42,6.177380492136118261e-42,5.530147811891674274e-42,4.961583656884744603e-42,4.460854797825641623e-42,4.018788643798139706e-42,3.627593710452011225e-42,3.280631199405051386e-42,2.972227626538088083e-42,2.697520554262061947e-42,2.452331126908688971e-42,2.233058390957565590e-42,2.036591386888987436e-42,1.860235790517801860e-42,1.701652506911525739e-42
3.611985947664425749e-34,1.720785388047023168e-34,7.127276551681865703e-35,5.269396758868846283e-35,9.543469425796491593e-35,4.484851287170634638e-33,1.754403197451079078e-35,2.853547146128071347e-36,8.320487961769219020e-37,3.183458410620120194e-37,1.434738209179034407e-37,7.231577102525715121e-38,3.957553197537233407e-38,2.307868927353651424e-38,1.415949676602738140e-38,9.056741728598728740e-39,5.998373403179147459e-39,4.092323289657971115e-39,2.864201950830094711e-39,2.049791427660701995e-39,1.495982772053742607e-39,1.110949012024826433e-39,8.379315406222702057e-40,6.408993902353275258e-40,4.964292754360495864e-40,3.889654417187202925e-40,3.079759720011041841e-40,2.462043876640122563e-40,1.985705036748904344e-40,1.614653192790960408e-40,1.322902409212279489e-40,1.091508158314896668e-40,9.064995477026090262e-41,7.574629105663166352e-41,6.365584683840929536e-41,5.378290779728889007e-41,4.567086137308678500e-41,3.896685032846598918e-41,3.339609871658649404e-41,2.874308391538617023e-41,2.483760415458782305e-41,2.154438064266859336e-41,1.875523503743996072e-41,1.638315953715115808e-41,1.435778922166745464e-41,1.262192137006660412e-41,1.112882223722454333e-41,9.840130235663655517e-42,8.724213824579709848e-42,7.754878268934130275e-42,6.910341683006710070e-42,6.172420127359388715e-42,5.525875895249289613e-42,4.957893858992310536e-42,4.457658817192425364e-42,4.016012887561558865e-42,3.625176632948768661e-42,3.278521159262040690e-42,2.970381154301407343e-42,2.695900946471617918e-42,2.450907300829674906e-42,2.231803948272529049e-42,2.035483845554861881e-42,1.859255952462002830e-42,1.700783935850870445e-42
3.807332273661808095e-35,3.946189577234015897e-35,3.241947718258345194e-35,3.350263181736364251e-35,7.171566488974679024e-35,3.692905505647442386e-33,1.525434175340730288e-35,2.568759551540495835e-36,7.667172808312549771e-37,2.982095842520604814e-37,1.360172041303932137e-37,6.917575556348418997e-38,3.811933220412691247e-38,2.235023560920557851e-38,1.377203051753027367e-38,8.839883660348990790e-39,5.871666769624765867e-39,4.015508759491256141e-39,2.816118781255074728e-39,2.018835985287954517e-39,1.475552781111305412e-39,1.097163768697407183e-39,8.284432478681896992e-40,6.342505117463340536e-40,4.916936918720626655e-40,3.855421915017126653e-40,3.054675574614057574e-40,2.443432524865898387e-40,1.971736427480950301e-40,1.604056960798639143e-40,1.314784580627530443e-40,1.085231615905766582e-40,9.016048546304546434e-41,7.536151032378981980e-41,6.335108164646464558e-41,5.353980889141245339e-41,4.547565890127347912e-41,3.880912298523978004e-41,3.326789618601582988e-41,2.863829506823979525e-41,2.475149797061518931e-41,2.147326972277359460e-41,1.869622693051490214e-41,1.633397152396457940e-41,1.431660933656197856e-41,1.258730338033218254e-41,1.109960574910504871e-41,9.815379525747904028e-42,8.703170721398122329e-42,7.736925645535298255e-42,6.894975013034013506e-42,6.159225205227662300e-42,5.514511295291668323e-42,4.948077057832235020e-42,4.449155162621451647e-42,4.008626790412926951e-42,3.618744503418794615e-42,3.272905718506897884e-42,2.965466835109246643e-42,2.691590160080651275e-42,2.447117395452211318e-42,2.228464722225703031e-42,2.032535506788323802e-42,1.856647438724327152e-42,1.698471527260306182e-42
9.778416693016986052e-36,1.255831078544635918e-35,1.442098471508349546e-35,1.930213260513478796e-35,4.889126745146941079e-35,2.802665484375695785e-33,1.241708604344390930e-35,2.192437049845743323e-36,6.764756997542480004e-37,2.695000612551165086e-37,1.251343934305318519e-37,6.451112050322194577e-38,3.592623447411183059e-38,2.124122523969822694e-38,1.317700407543577124e-38,8.504496580717273190e-39,5.674560521931160249e-39,3.895433154231150867e-39,2.740647364185703589e-39,1.970078862835821801e-39,1.443277878642015993e-39,1.075329930606790897e-39,8.133814628953545298e-40,6.236753351507557086e-40,4.841486574637599413e-40,3.800797321294789508e-40,3.014594722492983009e-40,2.413658306302896836e-40,1.949365399957200671e-40,1.587070327932133442e-40,1.301759582309047214e-40,1.075152922047998587e-40,8.937394034889333851e-41,7.474278483481654561e-41,6.286072519477743573e-41,5.314845518746263028e-41,4.516125196151890194e-41,3.855495743712917656e-41,3.306121854723672322e-41,2.846929571374511409e-41,2.461257799834882643e-41,2.135850312892472591e-41,1.860096282549805726e-41,1.625453763591150000e-41,1.425008937915081100e-41,1.253136870968586409e-41,1.105238722042339982e-41,9.775369328690055510e-42,8.669146723656775610e-42,7.707892745119752969e-42,6.870119423026197770e-42,6.137878629880946545e-42,5.496122714361448703e-42,4.932190394805282354e-42,4.435391527028183719e-42,3.996670293776338879e-42,3.608330880635111430e-42,3.263813161772026343e-42,2.957508580566622969e-42,2.684608468879298409e-42,2.440978648735290653e-42,2.223055409531467987e-42,2.027758933754199640e-42,1.852421016064993636e-42,1.694724531162120256e-42
3.682433146869503825e-36,5.149027234504297219e-36,6.988413548403499497e-36,1.106827323911886336e-35,3.208367749661280421e-35,2.031504360731340925e-33,9.670088131430260348e-36,1.798548353901667913e-36,5.765782295535194674e-37,2.363785514490155984e-37,1.121818657183433580e-37,5.882455298226793337e-38,3.320187803493273183e-38,1.984273546547648970e-38,1.241749379106714169e-38,8.072115641344584274e-39,5.418345079150277570e-39,3.738265421579304317e-39,2.641282772052650265e-39,1.905564811235905562e-39,1.400389066594573717e-39,1.046207896394674818e-39,7.932269209420833923e-40,6.094842607288071581e-40,4.739984793180843436e-40,3.727149267550133768e-40,2.960448944156955503e-40,2.373365122301871974e-40,1.919043102830975504e-40,1.564013465952294902e-40,1.284057358698123015e-40,1.061439067266922430e-40,8.830257337947627154e-41,7.389919471664296085e-41,6.219156766040558639e-41,5.261396832023267734e-41,4.473153512476242443e-41,3.820733794861137158e-41,3.277836915534412749e-41,2.823787589685956182e-41,2.442224444677941608e-41,2.120118292219131580e-41,1.847031523310159070e-41,1.614555252301014131e-41,1.415878535346235456e-41,1.245456465991024748e-41,1.098752825699480211e-41,9.720393335068789495e-42,8.622381426555183109e-42,7.667975866996818912e-42,6.835936399415263403e-42,6.108513771437131444e-42,5.470820717821074931e-42,4.910325862838743276e-42,4.416444718134985872e-42,3.980207742544799496e-42,3.593989843610716190e-42,3.251289082092173077e-42,2.946544945217430947e-42,2.674988570378748111e-42,2.432518868881896455e-42,2.215599724442920823e-42,2.021174402602008925e-42,1.846594065058278619e-42,1.689557882727959398e-42
1.717646684854631275e-36,2.503888499702403382e-36,3.723752424612140843e-36,6.565501080520818338e-36,2.102160130709214654e-35,1.445689768757467383e-33,7.345903465412341328e-36,1.437293652946411451e-36,4.792094480154372561e-37,2.025590455951989598e-37,9.847099308948107491e-38,5.263194126710609837e-38,3.016722375645252779e-38,1.825622938175088352e-38,1.154289680631401267e-38,7.568024002694716055e-39,5.116535526201386462e-39,3.551510492111786266e-39,2.522335359330024814e-39,1.827844961220725584e-39,1.348437548101640773e-39,1.010764119575420827e-39,7.685952086912012952e-40,5.920773655330500544e-40,4.615080090467573119e-40,3.636261014803940458e-40,2.893457806130860908e-40,2.323399155351368630e-40,1.881364561557684786e-40,1.535310030167853270e-40,1.261983070892651534e-40,1.044312257024342891e-40,8.696272975624492109e-41,7.284287844718427208e-41,6.135270459897940292e-41,5.194322149560632212e-41,4.419174376473208439e-41,3.777028246758718979e-41,3.242245367389807533e-41,2.794645239589827684e-41,2.418239010647201481e-41,2.100280056975925579e-41,1.830546622076838911e-41,1.600795822510307466e-41,1.404345197626703166e-41,1.235749892250729323e-41,1.090552052494938207e-41,9.650851172182280633e-42,8.563201082102332832e-42,7.617442487361572374e-42,6.792646121501552246e-42,6.071312582047168655e-42,5.438756230707942411e-42,4.882609101547004476e-42,4.392419688833820661e-42,3.959327101592213460e-42,3.575795356069766284e-42,3.235395863466482857e-42,2.932628703734797902e-42,2.662775239121193889e-42,2.421776149107978692e-42,2.206130163321406468e-42,2.012809707529545593e-42,1.839190418193634462e-42,1.682992067421839124e-42
9.187180026915315900e-37,1.370891774832970587e-36,2.152845670028144829e-36,4.071206437255107952e-36,1.400507020804203786e-35,1.028139486343794731e-33,5.523683251572601332e-36,1.131679183394694395e-36,3.917187987191756634e-37,1.706806528430637863e-37,8.504333371494257325e-38,4.637753720449544359e-38,2.702456695098397257e-38,1.657914302198780740e-38,1.060249062314483701e-38,7.018234925207438172e-39,4.783395424376294235e-39,3.343258636613674318e-39,2.388535404903029803e-39,1.739761837351052003e-39,1.289174374372240765e-39,9.701019187993405560e-40,7.401960074894348626e-40,5.719198518853046531e-40,4.469875448411229732e-40,3.530235821043584822e-40,2.815068288090299668e-40,2.264769714947729073e-40,1.837042893928064891e-40,1.501469935147528129e-40,1.235905435900427729e-40,1.024041917987066426e-40,8.537429145861635900e-41,7.158864397719065110e-41,6.035526134749361067e-41,5.114464224409902426e-41,4.354831156835703725e-41,3.724873878140639396e-41,3.199730376078740839e-41,2.759801219365804075e-41,2.389535815981349690e-41,2.076520523051745482e-41,1.810788340929536421e-41,1.584292588593418636e-41,1.390502865983874912e-41,1.224092876959694207e-41,1.080697736798306484e-41,9.567241867501941261e-42,8.492013475496662114e-42,7.556627223028121531e-42,6.740524266457881287e-42,6.026503055118574272e-42,5.400118508224264434e-42,4.849197769166330790e-42,4.363448225773458251e-42,3.934138895228562385e-42,3.553840405495331721e-42,3.216211979352836902e-42,2.915826277293521366e-42,2.648024856002817314e-42,2.408798480152677972e-42,2.194687684603903029e-42,2.002699895640114311e-42,1.830240139545568373e-42,1.675052937373596869e-42
5.404501406602872206e-37,8.181082687221480104e-37,1.330132329399093447e-36,2.637439680284815841e-36,9.557161957299792536e-36,7.380814644940429783e-34,4.152171628684644154e-36,8.855168114439337521e-37,3.171645028456807011e-37,1.422242710541412605e-37,7.258960865005390791e-38,4.039057020815420531e-38,2.393637848363077426e-38,1.489466463217812161e-38,9.640417051194426501e-39,6.446968269308751140e-39,4.432631731201046478e-39,3.121491413672448511e-39,2.244653875229546325e-39,1.644236728796527679e-39,1.224428298116960705e-39,9.253896945910778140e-40,7.087900005708592539e-40,5.495156588770152398e-40,4.307763694341538940e-40,3.411392449258086527e-40,2.726887372681773747e-40,2.198605084273754952e-40,1.786879975140160669e-40,1.463069602657351547e-40,1.206243258785398465e-40,1.000935405720290626e-40,8.356002891716412562e-41,7.015351160110819943e-41,5.921206748128632147e-41,5.022797839087783129e-41,4.280870078391572522e-41,3.664846034036704192e-41,3.150738549629703654e-41,2.719604442985393493e-41,2.356389124428776787e-41,2.049056536051559351e-41,1.787929083953200802e-41,1.565183350661349908e-41,1.374462242099061644e-41,1.210574784738096398e-41,1.069262354556730793e-41,9.470155832457887814e-42,8.409301631026311353e-42,7.485926865190802277e-42,6.679898072306363203e-42,5.974356090036850012e-42,5.355132628023804560e-42,4.810279528352785800e-42,4.329687324988477536e-42,3.904774892091420064e-42,3.528235934388347624e-42,3.193831120979206966e-42,2.896217020101934128e-42,2.630804822323101377e-42,2.393643267472799402e-42,2.181321309721229014e-42,1.990886936050654645e-42,1.819779249602560467e-42,1.665771481884564710e-42
3.409814462224027176e-37,5.210574291683142448e-37,8.671968925922923969e-37,1.777537083304099078e-36,6.692311287863147897e-36,5.375207439512565645e-34,3.139333462425855274e-36,6.927804777679500190e-37,2.557561281019898213e-37,1.177481117139658925e-37,6.147683605059576266e-38,3.487943562192915048e-38,2.101771625555293536e-38,1.326661854979790076e-38,8.692661080973828883e-39,5.874933564598001037e-39,4.076425336044708306e-39,2.893530469909714520e-39,2.095184934164417020e-39,1.544083909915892118e-39,1.155995215732084690e-39,8.777940022455389681e-40,6.751476704695242731e-40,5.253816793229553918e-40,4.132263611580845272e-40,3.282159420471148876e-40,2.630612835228506460e-40,2.126106605914527150e-40,1.731735584809489936e-40,1.420730975649267960e-40,1.173450992529104267e-40,9.753279593943420705e-41,8.154489492355477934e-41,6.855621272916000736e-41,5.793729766562755916e-41,4.920403841329803281e-41,4.198121292001819698e-41,3.597586712475055595e-41,3.095769633438594035e-41,2.674446351699011907e-41,2.319107368704416417e-41,2.018132502102940758e-41,1.762163571335843778e-41,1.543624047301289227e-41,1.356348825738006618e-41,1.195297097324820976e-41,1.056328339134509909e-41,9.360265591154654968e-42,8.315616517056337156e-42,7.405794611950347445e-42,6.611141757134406976e-42,5.915181837782333947e-42,5.304056562435635490e-42,4.766069690892294664e-42,4.291317289637825848e-42,3.871386562894412812e-42,3.499109585271750838e-42,3.168361172453819992e-42,2.873892379539252616e-42,2.611192869248757197e-42,2.376376761649682076e-42,2.166087651796628014e-42,1.977419328739499868e-42,1.807849399681331023e-42,1.655183555646870579e-42
2.269935023677484526e-37,3.491447228057373782e-37,5.907089681347834565e-37,1.240208899410058094e-36,4.805022948818207795e-36,3.979156361865066661e-34,2.395613967224739192e-36,5.440693846946357401e-37,2.062165216467126107e-37,9.721097428404403739e-38,5.182714350951086088e-38,2.994945119232170026e-38,1.833883537295281053e-38,1.173875055637368620e-38,7.785956931615262411e-39,5.318474504939043531e-39,3.724855354745450841e-39,2.665670316326758297e-39,1.944116173817634057e-39,1.441867442653955649e-39,1.085548590318012489e-39,8.284230793756263953e-40,6.400133408819399102e-40,5.000246093426021565e-40,3.946869163010754156e-40,3.144975662966676147e-40,2.527967018410032142e-40,2.048504035707824591e-40,1.672496976566590083e-40,1.375100556308075658e-40,1.138004150465336883e-40,9.475724503618719000e-41,7.935529742060859700e-41,6.681666936733701469e-41,5.654609586164221193e-41,4.808441789101509035e-41,4.107478804745586134e-41,3.523789728248908793e-41,3.035365463435648230e-41,2.624752631692451269e-41,2.278026899564343419e-41,1.984015640061386661e-41,1.733705211234659708e-41,1.519785966813306842e-41,1.336300759112634615e-41,1.178371738325049389e-41,1.041986772631207348e-41,9.238315506088931201e-42,8.211568941065862819e-42,7.316733645054202367e-42,6.534671405908672320e-42,5.849325613128385963e-42,5.247177896875527579e-42,4.716808572785467027e-42,4.248539590008781571e-42,3.834143342502234994e-42,3.466604284205905547e-42,3.139923052244093692e-42,2.848954945423433371e-42,2.589276275055234973e-42,2.357073411889908943e-42,2.149050380050990771e-42,1.962351659513755254e-42,1.794497501079077912e-42,1.643329568851359722e-42
